Client ID,Name,Age,Sex,Location ID,Joined Bank,Banking Contact,Nationality,Occupation,Investment Advisor,Fee Structure,Loyalty Classification,Banking Relationship,Estimated Income,Superannuation Savings,Amount of Credit Cards,Credit Card Balance,Bank Loans,Bank Deposits,Checking Accounts,Saving Accounts,Foreign Currency Account,Business Lending,Properties Owned,Risk Weighting
PKR52634,Willie Price,24,Female,25890,12/10/2008,Douglas Tucker,European,Media Manager I,Victor Dean,Mid,Jade,Retail,"72,688.95","5,604.02",1,"2,577.26","44,247.13","47,024.48","16,596.87","24,784.67","24,564.97","362,233.80",1,1
PKR18163,Kevin Perez,50,Female,31222,5/18/1998,Frank Brown,European,Nurse,Nicholas Ward,Mid,Gold,Retail,"96,295.61","23,986.83",1,"1,323.88","311,472.63","193,153.03","136,197.65","60,174.60","21,291.85","396,610.18",2,2
PKR94008,Ruth Cook,20,Female,32556,12/14/1996,Roger Alexander,American,Accountant III,Nicholas Ward,Mid,Jade,Retail,"127,182.69","10,617.09",3,"3,142.39","92,065.37","781,027.69","183,771.22","567,065.49","24,086.65","613,018.84",2,1
PKR53034,Bruce Vasquez,49,Male,28065,5/19/1996,Bruce Porter,European,Senior Quality Engineer,Sean Vasquez,High,Gold,Institutional,"86,309.17","19,088.42",1,954.95,"184,129.95","136,811.36","39,799.67","71,888.15","11,832.68","506,381.30",2,1
PKR91806,Joe Lawrence,42,Female,18610,4/4/1997,Steve Diaz,American,Engineer IV,Lawrence Sanchez,Mid,Gold,Retail,"39,039.16","35,780.30",1,"1,286.88","429,795.64","217,684.78","110,466.90","253,034.18","13,282.16","83,301.84",2,2
PKR25702,Christopher Cox,76,Male,15463,12/6/2015,Patrick Graham,American,Administrative Assistant IV,Kevin Kim,Mid,Silver,Retail,"302,021.94","5,907.20",3,825.52,"1,259,346.41","462,110.27","75,017.90","137,282.76","23,172.43","2,366,879.70",1,2
PKR67912,Russell Lawson,66,Female,29994,8/21/2003,Anthony Torres,European,Internal Auditor,Ernest Knight,Mid,Silver,Institutional,"274,381.44","26,955.98",1,"4,251.72","665,570.32","1,124,343.31","488,444.23","424,485.68","47,412.87","1,827,431.05",2,2
PKR76171,Jacqueline Williamson,42,Female,22631,6/17/1996,Adam Hernandez,European,Software Test Engineer III,Peter Castillo,Mid,Silver,Retail,"122,710.90","20,009.16",1,"4,783.55","763,332.61","129,332.34","48,804.66","76,867.33","14,130.27","334,266.15",2,2
PKR34798,Craig Myers,29,Male,41743,2/14/1998,Victor Martinez,European,VP Accounting,Kevin Kim,High,Jade,Institutional,"120,617.67","15,025.68",1,"1,932.43","575,222.32","588,831.44","455,869.50","122,324.98","16,839.35","970,188.11",2,1
PKR93920,Paul Riley,22,Female,23157,11/11/2016,Bobby Burton,European,Statistician I,Joe Carroll,Mid,Jade,Retail,"108,847.47","7,393.47",1,"2,935.23","129,402.67","257,681.31","177,419.92","294,010.15","18,533.78","640,916.40",3,2
PKR18628,Patrick Ruiz,36,Female,3323,1/29/1997,Joshua Little,Asian,Accountant II,Eugene Cunningham,High,Platinum,Institutional,"93,309.60","22,124.70",2,937.31,"695,931.26","858,197.40","319,474.94","168,820.58","30,101.04","935,708.81",3,1
PKR42134,Ann Henderson,35,Female,37517,11/27/2006,Paul Holmes,American,Biostatistician III,Nicholas Morrison,Low,Silver,Retail,"131,076.39","13,731.44",1,"6,092.06","256,672.86","325,915.34","109,714.07","159,730.79","53,942.10","1,750,716.49",2,3
PKR92265,George Nguyen,84,Female,29835,4/21/2001,Benjamin Kim,Asian,Information Systems Manager,Joe Carroll,Mid,Jade,Institutional,"83,441.32","2,173.28",1,862.35,"322,636.11","198,962.55","37,398.97","133,514.34","1,917.33","432,785.25",1,1
PKR77317,Michael Perkins,48,Female,14844,8/4/1992,Frank Brown,European,Programmer Analyst II,Nicholas Ward,Mid,Platinum,Institutional,"359,386.37","4,756.08",1,"2,420.87","1,546,378.41","1,190,649.75","872,458.87","163,201.13","75,357.40","168,061.17",2,3
PKR60176,Eugene Ryan,25,Male,41105,7/31/2011,Joshua Bennett,Asian,Accounting Assistant IV,Eugene Cunningham,Mid,Jade,Retail,"113,118.57","12,160.50",2,"1,536.54","641,964.66","1,029,868.13","340,871.85","349,792.54","6,328.91","433,718.35",3,1
PKR51597,Janet Gordon,20,Male,26593,7/10/2008,Jesse Evans,European,Programmer Analyst IV,Carl Anderson,Low,Platinum,Retail,"110,102.32","12,255.54",1,"1,513.51","37,756.80","136,175.35","151,887.89","91,289.86","5,837.49","469,924.54",1,2
PKR33238,Ruby Oliver,79,Female,26406,8/7/2004,Anthony Torres,European,Health Coach IV,Eric Shaw,Low,Jade,Retail,"343,198.66","27,522.88",1,"4,049.93","140,800.99","758,995.41","582,243.06","306,509.38","11,408.94","637,394.98",0,3
PKR18364,Peter Riley,24,Male,14468,6/4/1992,Stephen Payne,European,Computer Systems Analyst IV,Joe Carroll,Mid,Gold,Institutional,"139,310.32","37,632.90",3,"2,109.05","252,780.62","94,179.54","113,664.97","26,792.46","10,164.28","303,349.11",2,2
PKR92467,Philip Hanson,32,Female,41694,1/30/2017,Jonathan Hawkins,Asian,Speech Pathologist,Carl Anderson,Mid,Silver,Institutional,"89,269.83","18,376.20",3,329.22,"32,037.08","199,933.91","199,933.91","152,113.65","1,727.52","154,043.36",3,1
PKR60476,Carolyn Ross,76,Female,37286,3/8/2011,Gregory Simmons,European,Statistician IV,Lawrence Sanchez,Low,Silver,Retail,"75,161.91","13,911.24",2,"2,286.76","557,461.27","25,563.15","16,645.77","11,901.73","18,131.52","491,968.85",3,1
PKR61025,Pamela Bailey,40,Male,11151,8/10/2000,Mark Montgomery,Asian,Paralegal,Sean Vasquez,Mid,Gold,Institutional,"124,589.37","23,297.54",1,468.20,"124,046.99","346,256.75","400,359.37","129,413.46","22,425.85","717,391.36",0,2
PKR55955,Shirley Chavez,43,Female,20600,4/14/1999,Gregory Simmons,American,Editor,Daniel Carroll,Mid,Silver,Institutional,"435,632.17","37,078.86",1,"3,008.92","424,214.25","71,187.94","76,882.97","56,978.82","10,069.15","961,426.38",0,4
PKR75964,Daniel Harris,71,Female,22925,9/10/2018,Phillip Peters,European,Programmer Analyst IV,Victor Rogers,High,Silver,Retail,"88,221.82","12,126.95",1,"5,284.59","918,742.14","542,037.00","348,097.16","156,643.72","15,380.77","1,451,850.52",3,2
PKR17939,Ryan Gray,29,Male,18807,4/17/2001,Anthony Berry,Asian,Civil Engineer,Kevin Kim,High,Jade,Private Bank,"48,788.15","30,341.94",1,872.32,"1,099,020.48","1,385,972.00","511,219.18","337,404.66","53,970.25","536,373.73",1,2
PKR49363,Phillip Morales,66,Male,41568,8/23/1997,Phillip Peters,European,Administrative Officer,Eric Shaw,High,Silver,Retail,"324,199.84","27,648.39",1,365.06,"557,907.89","507,996.38","369,451.91","74,814.01","12,758.36","359,677.70",3,3
PKR93355,Henry Wood,61,Female,15256,8/7/2003,Joshua Bennett,European,Health Coach III,Fred Bryant,Mid,Jade,Retail,"282,658.49","30,651.24",1,"10,127.28","436,116.47","989,380.39","512,232.40","227,346.98","57,308.34","588,222.31",1,2
PKR65845,Norma Austin,24,Female,8942,1/1/1999,Bruce Porter,African,Administrative Officer,Nicholas Morrison,High,Silver,Retail,"274,736.56","45,424.80",2,641.87,"702,014.71","147,575.13","105,053.48","139,270.90","30,227.92","865,724.13",0,2
PKR26284,Kathryn Johnson,23,Female,31544,6/7/2005,Ernest Rivera,Asian,Systems Administrator IV,Victor Gutierrez,Mid,Gold,Institutional,"147,339.86","27,029.67",1,"3,638.15","245,108.44","149,314.45","121,975.18","53,879.38","4,424.42","959,192.19",0,2
PKR24774,Dennis Berry,48,Female,15098,11/1/1992,Raymond Alexander,Asian,Budget/Accounting Analyst I,Carl Anderson,High,Jade,Commercial,"81,683.44","23,580.90",2,"2,171.31","418,824.88","959,454.45","644,753.39","73,686.10","37,787.75","742,030.19",1,1
PKR12731,Rachel Adams,26,Female,26908,1/4/2002,Frank Brown,Asian,Senior Financial Analyst,Joe Carroll,High,Jade,Retail,"76,005.30","40,640.60",2,"5,570.90","495,739.92","606,032.72","399,981.60","103,025.56","30,266.72","172,313.94",0,2
PKR93115,Adam Robertson,70,Female,14612,12/15/2003,Paul Larson,European,Software Test Engineer II,Peter Castillo,Low,Gold,Institutional,"206,026.56","3,094.20",2,"2,470.82","818,737.34","630,729.90","411,037.46","357,177.38","23,541.92","256,471.12",3,2
PKR85411,Jack Morrison,85,Male,33602,10/29/1996,Jeremy Vasquez,Asian,Product Engineer,Juan Ramirez,High,Jade,Retail,"288,440.81","5,937.12",1,"1,909.77","397,326.42","265,216.00","168,773.82","263,367.53","15,874.00","654,569.82",2,2
PKR58620,Raymond Collins,37,Female,5929,9/23/2006,Roy Rice,Asian,Staff Scientist,Victor Gutierrez,Mid,Platinum,Retail,"57,825.32","47,025.14",2,"3,151.39","627,597.93","972,403.54","395,038.94","328,186.19","73,866.70","1,634,407.30",2,2
PKR86466,John Hart,31,Female,30879,12/10/2002,Raymond Alexander,African,Systems Administrator IV,Jeremy Porter,High,Jade,Private Bank,"412,837.04","62,194.60",1,"7,104.71","927,808.29","1,251,565.58","441,729.03","428,967.97","104,897.64","958,339.06",0,5
PKR67594,Christina Alvarez,85,Female,40787,11/3/2016,Todd Roberts,European,Data Coordiator,Juan Ramirez,Low,Jade,Commercial,"130,272.52","20,605.37",3,"1,928.39","230,291.87","124,809.29","82,050.55","32,508.20","34,351.10","985,553.24",0,1
PKR34060,Rebecca Perkins,37,Female,25142,12/22/1999,Jason Duncan,European,Assistant Professor,Ryan Taylor,High,Gold,Private Bank,"360,800.21","18,238.48",1,526.42,"338,782.79","34,504.45","45,616.05","8,748.93","27,404.41","520,344.88",2,3
PKR93556,Jonathan Hanson,71,Female,5443,5/14/2015,Jason Duncan,Asian,Dental Hygienist,Jack Phillips,High,Silver,Retail,"35,234.55","15,378.90",3,"3,792.07","144,620.71","441,638.95","115,353.46","257,073.42","23,225.95","387,030.32",0,1
PKR98512,Christine Graham,72,Male,34042,8/17/2011,Joshua Little,European,Account Representative I,Eugene Cunningham,High,Gold,Retail,"95,828.94","9,459.79",2,"1,871.16","312,519.52","267,545.78","93,925.65","236,464.93","2,184.53","824,674.14",0,1
PKR52571,Katherine Young,35,Male,37025,2/25/2003,Benjamin Kim,African,Health Coach II,Peter Castillo,High,Gold,Retail,"146,788.50","39,834.50",1,"2,397.24","122,986.19","640,602.91","367,870.98","223,767.04","27,457.36","1,002,791.63",3,2
PKR37643,Jeremy Freeman,56,Male,30085,10/13/2010,Jeremy Vasquez,Australian,Help Desk Operator,Joe Carroll,High,Jade,Retail,"70,386.82","49,752.78",1,"4,733.41","1,229,595.68","325,521.19","190,930.70","86,670.02","39,190.01","1,637,999.56",3,2
PKR54218,Joseph Butler,19,Male,20483,7/23/1998,Donald Reynolds,Australian,Administrative Assistant II,Steve Sanchez,Mid,Jade,Retail,"54,632.70","6,161.40",1,833.75,"60,365.86","90,680.46","34,781.55","76,916.90","6,030.41","412,083.07",3,1
PKR61793,Brian Smith,26,Female,40266,9/7/1994,Shawn Cook,European,Staff Accountant III,Peter Castillo,Mid,Jade,Private Bank,"390,608.46","51,660.00",2,"6,590.61","1,303,392.78","81,313.25","54,839.17","36,534.23","35,486.35","1,703,047.68",2,4
PKR36608,Kimberly Schmidt,34,Male,5278,11/28/2016,Anthony Torres,European,Account Representative I,Fred Bryant,High,Silver,Institutional,"209,330.69","12,650.79",1,"2,424.38","469,557.50","185,097.77","157,333.10","105,814.22",62.59,"187,166.54",2,2
PKR48488,Carol Warren,75,Female,1920,7/19/2005,Donald Reynolds,Asian,Mechanical Systems Engineer,Eugene Cunningham,High,Jade,Institutional,"112,683.73","5,161.20",2,"5,247.15","832,861.83","1,070,053.58","716,470.66","173,348.68","26,418.79","1,165,504.97",1,2
PKR67225,Jean Austin,68,Female,8973,12/21/1994,Shawn Long,European,Registered Nurse,Steve Sanchez,Low,Silver,Private Bank,"231,396.28","40,382.64",2,757.41,"113,522.57","569,570.56","577,946.60","251,867.45","6,840.20","1,228,111.17",1,2
PKR82919,John Simpson,62,Female,26692,6/28/2015,Jerry Green,Asian,Staff Accountant III,Carl Anderson,Mid,Jade,Retail,"49,986.85","19,271.46",1,"3,557.99","181,563.18","94,786.29","28,061.73","38,070.41","14,690.77","191,065.76",2,1
PKR77016,Heather Phillips,83,Female,27671,3/13/2013,Bobby Burton,Australian,Automation Specialist III,Victor Rogers,High,Jade,Retail,"179,434.37","4,757.76",3,"3,449.09","391,545.22","224,823.63","284,776.60","95,325.22","9,890.30","730,708.22",0,2
PKR75034,Doris James,30,Female,569,5/30/2011,Anthony Simpson,American,VP Product Management,Jeremy Porter,High,Jade,Private Bank,"111,485.60","15,780.76",2,"1,768.32","109,518.69","386,551.75","206,941.85","190,855.05","42,470.60","810,263.16",1,2
PKR90860,Anna Welch,51,Male,43235,1/20/2000,Shawn Wallace,European,Business Systems Development Analyst,Sean Vasquez,High,Gold,Private Bank,"131,121.99","33,075.99",1,"4,267.35","738,628.08","628,660.20","487,211.65","352,364.04","10,644.07","968,501.52",1,2
PKR73867,Jack Harris,32,Female,17602,9/25/1993,Samuel Fowler,European,Accountant II,Joe Carroll,Low,Jade,Institutional,"224,722.41","19,388.05",2,690.58,"1,398,446.98","378,083.17","191,631.20","69,349.78","75,949.35","1,531,982.67",1,2
PKR27930,Joshua Porter,22,Male,1542,6/26/1995,Ernest Rivera,African,Teacher,Jack Phillips,High,Silver,Institutional,"82,651.24","9,350.64",1,"1,039.59","172,491.89","780,674.58","223,049.88","229,271.80","2,813.19","285,502.46",2,1
PKR35620,Anna Duncan,58,Female,33139,8/30/2019,Ernest Rivera,Asian,Marketing Assistant,Victor Gutierrez,High,Gold,Retail,"21,090.76","4,114.32",2,"1,386.56","149,157.79","60,794.50","27,357.52","34,044.92","19,680.19","427,414.18",2,1
PKR91353,Mark Garza,31,Male,7074,6/21/2007,Victor Martinez,American,Human Resources Assistant I,Ernest Knight,High,Platinum,Commercial,"337,249.36","19,296.70",1,"2,617.08","484,229.73","678,377.59","196,948.33","413,153.83","52,707.38","1,545,597.19",1,4
PKR97689,Paula Ray,57,Female,39015,6/21/2018,Roger Alexander,European,Structural Engineer,Peter Castillo,High,Jade,Retail,"107,655.52","38,404.02",1,"1,045.18","624,915.32","405,753.40","171,664.90","428,694.08","1,194.27","655,845.68",0,2
PKR77331,Rebecca Murray,64,Male,35870,10/23/2005,Victor Ramos,Asian,Programmer Analyst IV,Nicholas Ward,Mid,Jade,Retail,"224,839.07","4,873.51",2,"3,693.38","816,590.42","469,279.74","373,833.02","446,849.76","25,010.46","490,030.51",0,3
PKR71401,Michelle Rose,82,Male,35626,3/20/2015,Phillip Peters,European,Research Associate,Carl Anderson,High,Silver,Retail,"84,089.47","8,018.40",1,"1,815.03","237,269.07","28,379.41","33,734.01","20,010.16",602.74,"243,516.78",2,1
PKR66104,George Thomas,84,Male,41002,9/8/2002,Chris Armstrong,European,Quality Control Specialist,Victor Dean,Low,Platinum,Retail,"246,327.38","28,068.00",1,"2,661.56","878,592.94","74,747.86","46,607.49","39,677.92","48,436.61","462,837.75",0,3
PKR36471,Carlos Martin,24,Male,40756,1/4/2012,James Castillo,European,Environmental Specialist,Nicholas Ward,Mid,Jade,Institutional,"157,380.50","4,309.76",1,691.74,"1,017,636.33","1,236,148.34","658,677.58","170,534.33","46,020.33","1,144,712.10",2,2
PKR81572,Christopher West,19,Female,34514,6/21/2012,Adam Hernandez,American,Automation Specialist II,Eugene Cunningham,High,Jade,Commercial,"94,278.19","19,980.75",2,628.53,"135,261.87","908,877.70","376,851.73","797,373.92","24,220.55","1,013,471.42",2,3
PKR94055,Joan Bishop,48,Male,38941,11/29/2012,Paul Holmes,Asian,Administrative Assistant IV,Steve Sanchez,High,Gold,Institutional,"439,472.87","36,385.95",2,917.32,"858,150.92","329,460.18","173,400.10","312,120.17","16,741.09","535,785.29",0,4
PKR88778,Albert Bryant,17,Male,785,1/25/2018,James Castillo,European,Structural Analysis Engineer,Jeremy Porter,High,Jade,Institutional,"309,468.80","24,993.15",1,"1,974.36","801,630.51","822,290.12","590,771.54","240,779.32","60,404.97","1,488,976.70",1,2
PKR68221,Paula Perkins,61,Female,2845,12/15/2001,Victor Ramos,Asian,Programmer I,Jeremy Porter,Mid,Jade,Commercial,"384,142.67","34,698.56",1,"4,193.47","572,900.89","270,551.98","145,681.83","197,156.08","47,953.37","193,773.28",1,3
PKR58681,Andrew Williams,73,Female,27591,11/6/1995,Shawn Cook,European,Software Test Engineer II,Sean Vasquez,Mid,Silver,Retail,"107,365.62","14,408.16",3,"2,695.40","172,396.97","137,641.66","74,358.14","75,465.60","9,218.44","402,594.38",2,1
PKR54970,Amy Ryan,28,Male,42186,8/22/2018,Dennis Morris,European,Structural Analysis Engineer,Eugene Cunningham,High,Gold,Retail,"128,148.71","12,681.24",1,"1,332.05","121,833.56","34,050.76","46,031.58","14,641.83","12,705.66","383,125.01",3,1
PKR26450,Albert Cruz,81,Female,11094,6/24/2003,Dennis Ruiz,Asian,Statistician I,Steve Sanchez,High,Jade,Retail,"208,965.85","53,907.62",1,"5,767.77","511,241.45","557,088.29","432,689.93","67,066.94","39,350.76","227,001.45",1,3
PKR28733,Chris Larson,74,Female,9369,6/9/2017,Stephen Payne,European,Speech Pathologist,Nicholas Morrison,High,Jade,Retail,"50,054.16","4,521.90",3,389.45,"276,227.71","91,304.24","39,311.55","55,999.93","11,444.98","43,473.89",2,1
PKR91334,Sean Myers,49,Female,36619,10/3/2013,Dennis Ruiz,European,Pharmacist,Juan Ramirez,Low,Jade,Retail,"29,125.26","28,117.39",2,"4,248.30","723,573.68","285,173.39","151,436.90","53,376.59","24,406.01","406,859.75",2,1
PKR61397,Carol Duncan,74,Male,26887,4/28/1997,Nicholas Simmons,European,Developer I,Daniel Carroll,High,Gold,Retail,"60,970.29","18,932.48",2,707.11,"196,012.67","502,813.34","306,060.29","120,675.20","23,474.77","293,613.77",1,1
PKR65691,George Price,43,Female,32480,5/11/2004,Joe Price,Australian,Paralegal,Jack Phillips,Mid,Jade,Retail,"133,180.88","27,623.46",1,"4,027.35","510,992.70","691,698.96","145,620.83","359,475.43","15,138.47","670,259.88",2,1
PKR19666,John Daniels,50,Male,29591,7/2/2019,Chris Armstrong,European,Web Developer II,Nicholas Ward,Mid,Jade,Retail,"71,186.04","13,756.86",2,"4,363.01","1,267,067.32","453,483.46","241,658.95","31,743.84","73,828.50","752,241.86",2,3
PKR76794,Carolyn Tucker,74,Male,37248,4/18/2000,Joshua Ryan,European,Payment Adjustment Coordinator,Eugene Cunningham,High,Gold,Commercial,"111,956.47","24,675.67",1,"1,971.89","556,782.54","258,024.28","246,023.15","56,705.34","17,993.57","567,031.76",1,1
PKR77195,Bruce Banks,83,Female,25436,9/17/2011,Joshua Bennett,American,Information Systems Manager,Victor Rogers,High,Platinum,Retail,"175,192.75","50,740.24",1,"2,620.99","777,960.39","1,118,146.53","396,433.77","657,266.86","11,312.00","1,117,329.49",3,2
PKR36167,Norma Sanchez,57,Male,3002,9/3/2018,Chris Armstrong,American,Account Coordinator,Kevin Kim,High,Jade,Retail,"148,469.07","43,771.52",1,513.37,"96,667.90","253,711.48","284,331.83","107,171.23","26,628.77","716,626.10",3,2
PKR76489,Tina Franklin,40,Male,13507,4/19/2002,Dennis Morris,European,Account Executive,Jack Phillips,High,Silver,Commercial,"288,372.70","7,674.80",1,"4,381.44","1,369,221.00","297,694.66","64,500.51","192,757.29","63,160.44","1,068,170.04",3,2
PKR23438,Lillian Ellis,21,Female,19568,11/8/2008,Ernest Rivera,European,Software Test Engineer IV,Sean Vasquez,High,Silver,Retail,"266,530.81","21,990.30",1,447.05,"467,686.80","834,515.64","219,609.38","388,708.60","9,180.93","985,045.41",2,2
PKR82705,Andrew Long,27,Male,26899,9/6/2012,Anthony Simpson,European,Social Worker,Steve Sanchez,Low,Jade,Commercial,"78,054.21","18,705.00",1,"2,462.62","443,193.19","698,949.39","143,374.23","335,137.27","38,769.59","768,206.09",0,1
PKR67912,Mildred Patterson,56,Male,34075,4/27/1997,Donald Reynolds,Asian,Senior Financial Analyst,Juan Ramirez,High,Jade,Institutional,"189,555.93","22,685.02",2,"1,723.34","457,331.90","64,132.44","28,963.04","72,986.86","41,997.15","1,220,064.99",3,5
PKR33202,Fred Ford,82,Female,41599,3/5/2019,Carl Nguyen,European,Engineer IV,Eric Shaw,Low,Jade,Institutional,"58,989.70","11,962.08",1,"1,451.77","238,669.58","840,089.65","154,753.36","266,617.93","34,111.49",0.00,0,1
PKR19321,Maria Gardner,69,Female,15899,4/14/1997,Chris Armstrong,European,Engineer IV,Peter Castillo,Mid,Jade,Commercial,"192,727.18","19,953.70",1,"4,306.71","703,469.39","1,110,950.29","498,986.15","243,373.43","35,074.14","1,713,942.80",3,2
PKR81583,Judith Matthews,64,Male,23770,1/20/2019,Nicholas Simmons,European,Media Manager I,Ryan Taylor,High,Gold,Retail,"258,577.76","37,668.72",1,"1,672.26","372,833.03","502,106.34","222,524.40","379,375.57","40,969.10","479,087.54",1,2
PKR46105,Jack Sullivan,38,Female,9970,5/26/2015,Jesse Evans,Asian,Statistician III,Victor Dean,Low,Jade,Retail,"456,100.04","57,323.63",1,"2,551.95","348,975.03","461,512.76","363,616.12","265,160.06","28,117.69","1,345,870.73",3,4
PKR21098,Jason Woods,83,Female,8380,11/12/1996,Paul Holmes,Asian,Community Outreach Specialist,Victor Gutierrez,Mid,Jade,Retail,"238,781.13","38,376.42",1,"4,957.84","916,634.56","1,211,730.47","976,443.00","113,996.78","12,450.75","285,914.61",2,2
